Step,Description,RewardChange
94,Balanced forces bonus,5
95,Have an Army,2
95,Balanced forces bonus,5
96,Enemy unit loss,2
96,Have an Army,2
96,Balanced forces bonus,5
97,Have an Army,2
97,Balanced forces bonus,5
98,Have an Army,2
98,Balanced forces bonus,5
99,Have an Army,2
99,Balanced forces bonus,5
100,Have an Army,2
100,Balanced forces bonus,5
101,Have an Army,2
101,Balanced forces bonus,5
102,Have an Army,2
102,Balanced forces bonus,5
103,Enemy unit loss,2
103,Have an Army,2
103,Balanced forces bonus,5
104,Have an Army,2
104,Balanced forces bonus,5
105,Have an Army,2
105,Balanced forces bonus,5
106,Have an Army,2
106,Balanced forces bonus,5
107,Have an Army,2
107,Balanced forces bonus,5
108,Have an Army,2
108,Balanced forces bonus,5
109,Have an Army,2
109,Balanced forces bonus,5
110,Have an Army,2
110,Balanced forces bonus,5
111,Have an Army,2
111,Balanced forces bonus,5
112,Have an Army,2
112,Balanced forces bonus,5
113,Have an Army,2
113,Balanced forces bonus,5
114,Have an Army,2
114,Balanced forces bonus,5
115,Have an Army,2
115,Balanced forces bonus,5
116,Enemy unit loss,2
116,Have an Army,2
116,Balanced forces bonus,5
117,Have an Army,2
117,Balanced forces bonus,5
118,Have an Army,2
118,Balanced forces bonus,5
119,Have an Army,2
119,Balanced forces bonus,5
120,Have an Army,2
120,Balanced forces bonus,5
121,Have an Army,2
121,Balanced forces bonus,5
122,Enemy unit loss,2
122,Have an Army,2
122,Balanced forces bonus,5
123,Have an Army,2
123,Balanced forces bonus,5
124,Have an Army,2
124,Balanced forces bonus,5
125,Have an Army,2
125,Balanced forces bonus,5
126,Have an Army,2
126,Balanced forces bonus,5
127,Have an Army,2
127,Balanced forces bonus,5
128,Have an Army,2
128,Balanced forces bonus,5
129,Have an Army,2
129,Balanced forces bonus,5
130,Have an Army,2
130,Balanced forces bonus,5
131,Have an Army,2
131,Balanced forces bonus,5
132,Have an Army,2
132,Balanced forces bonus,5
133,Enemy unit loss,2
133,Have an Army,2
133,Balanced forces bonus,5
134,Have an Army,2
134,Balanced forces bonus,5
135,Have an Army,2
135,Balanced forces bonus,5
136,Have an Army,2
136,Balanced forces bonus,5
137,Have an Army,2
137,Imbalanced forces penalty,-5
138,Have an Army,2
138,Imbalanced forces penalty,-5
139,Lost units,-2
139,Have an Army,2
139,Imbalanced forces penalty,-5
140,Have an Army,2
140,Imbalanced forces penalty,-5
141,Have an Army,2
141,Imbalanced forces penalty,-5
142,Have an Army,2
142,Imbalanced forces penalty,-5
143,Have an Army,2
143,Imbalanced forces penalty,-5
144,Have an Army,2
144,Imbalanced forces penalty,-5
145,Have an Army,2
145,Imbalanced forces penalty,-5
146,Have an Army,2
146,Imbalanced forces penalty,-5
147,Have an Army,2
147,Imbalanced forces penalty,-5
148,Have an Army,2
148,Imbalanced forces penalty,-5
149,Have an Army,2
149,Imbalanced forces penalty,-5
150,Have an Army,2
150,Imbalanced forces penalty,-5
151,Have an Army,2
151,Imbalanced forces penalty,-5
152,Enemy unit loss,2
152,Have an Army,2
152,Imbalanced forces penalty,-5
153,Have an Army,2
153,Imbalanced forces penalty,-5
154,Have an Army,2
154,Imbalanced forces penalty,-5
155,Have an Army,2
155,Imbalanced forces penalty,-5
156,Have an Army,2
156,Imbalanced forces penalty,-5
157,Have an Army,2
157,Imbalanced forces penalty,-5
158,Have an Army,2
158,Imbalanced forces penalty,-5
159,Have an Army,2
159,Imbalanced forces penalty,-5
160,Have an Army,2
160,Imbalanced forces penalty,-5
161,Have an Army,2
161,Imbalanced forces penalty,-5
162,Have an Army,2
162,Imbalanced forces penalty,-5
163,Have an Army,2
163,Imbalanced forces penalty,-5
164,Have an Army,2
164,Imbalanced forces penalty,-5
165,Have an Army,2
165,Imbalanced forces penalty,-5
166,Have an Army,2
166,Imbalanced forces penalty,-5
167,Have an Army,2
167,Imbalanced forces penalty,-5
168,Have an Army,2
168,Imbalanced forces penalty,-5
169,Have an Army,2
169,Imbalanced forces penalty,-5
170,Enemy unit loss,2
170,Have an Army,2
170,Balanced forces bonus,5
171,Have an Army,2
171,Balanced forces bonus,5
172,Have an Army,2
172,Balanced forces bonus,5
173,Have an Army,2
173,Balanced forces bonus,5
174,Have an Army,2
174,Balanced forces bonus,5
175,Have an Army,2
175,Balanced forces bonus,5
176,Have an Army,2
176,Balanced forces bonus,5
177,Have an Army,2
177,Balanced forces bonus,5
178,Enemy unit loss,2
178,Have an Army,2
178,Balanced forces bonus,5
179,Have an Army,2
179,Balanced forces bonus,5
180,Have an Army,2
180,Balanced forces bonus,5
181,Have an Army,2
181,Balanced forces bonus,5
182,Have an Army,2
182,Balanced forces bonus,5
183,Have an Army,2
183,Balanced forces bonus,5
184,Have an Army,2
184,Balanced forces bonus,5
185,Have an Army,2
185,Balanced forces bonus,5
186,Have an Army,2
186,Balanced forces bonus,5
187,Have an Army,2
187,Balanced forces bonus,5
188,Have an Army,2
188,Balanced forces bonus,5
189,Have an Army,2
189,Balanced forces bonus,5
190,Have an Army,2
190,Balanced forces bonus,5
191,Have an Army,2
191,Balanced forces bonus,5
192,Have an Army,2
192,Balanced forces bonus,5
193,Have an Army,2
193,Balanced forces bonus,5
194,Enemy unit loss,2
194,Have an Army,2
194,Balanced forces bonus,5
195,Lost units,-2
195,Have an Army,2
195,Balanced forces bonus,5
196,Have an Army,2
196,Balanced forces bonus,5
197,Have an Army,2
197,Balanced forces bonus,5
198,Have an Army,2
198,Balanced forces bonus,5
199,Have an Army,2
199,Balanced forces bonus,5
200,Enemy unit loss,2
200,Have an Army,2
200,Balanced forces bonus,5
201,Have an Army,2
201,Balanced forces bonus,5
202,Have an Army,2
202,Balanced forces bonus,5
203,Have an Army,2
203,Balanced forces bonus,5
204,Have an Army,2
204,Balanced forces bonus,5
205,Have an Army,2
205,Balanced forces bonus,5
206,Have an Army,2
206,Balanced forces bonus,5
207,Have an Army,2
207,Balanced forces bonus,5
208,Have an Army,2
208,Balanced forces bonus,5
209,Have an Army,2
209,Balanced forces bonus,5
210,Have an Army,2
210,Balanced forces bonus,5
211,Have an Army,2
211,Balanced forces bonus,5
212,Have an Army,2
212,Balanced forces bonus,5
213,Have an Army,2
213,Balanced forces bonus,5
214,Have an Army,2
214,Balanced forces bonus,5
215,Have an Army,2
215,Balanced forces bonus,5
216,Enemy unit loss,2
216,Have an Army,2
216,Balanced forces bonus,5
217,Have an Army,2
217,Balanced forces bonus,5
218,Have an Army,2
218,Balanced forces bonus,5
219,Enemy unit loss,2
219,Have an Army,2
219,Balanced forces bonus,5
220,Have an Army,2
220,Balanced forces bonus,5
221,Have an Army,2
221,Balanced forces bonus,5
222,Have an Army,2
222,Balanced forces bonus,5
223,Have an Army,2
223,Balanced forces bonus,5
224,Have an Army,2
224,Balanced forces bonus,5
225,Have an Army,2
225,Balanced forces bonus,5
226,Have an Army,2
226,Balanced forces bonus,5
227,Have an Army,2
227,Balanced forces bonus,5
228,Have an Army,2
228,Balanced forces bonus,5
229,Have an Army,2
229,Balanced forces bonus,5
230,Have an Army,2
230,Balanced forces bonus,5
231,Have an Army,2
231,Balanced forces bonus,5
232,Have an Army,2
232,Balanced forces bonus,5
233,Have an Army,2
233,Balanced forces bonus,5
234,Have an Army,2
234,Balanced forces bonus,5
235,Have an Army,2
235,Balanced forces bonus,5
236,Have an Army,2
236,Balanced forces bonus,5
237,Have an Army,2
237,Balanced forces bonus,5
238,Have an Army,2
238,Balanced forces bonus,5
239,Enemy unit loss,2
239,Have an Army,2
239,Balanced forces bonus,5
240,Have an Army,2
240,Balanced forces bonus,5
241,Enemy unit loss,2
241,Have an Army,2
241,Balanced forces bonus,5
242,Have an Army,2
242,Balanced forces bonus,5
243,Have an Army,2
243,Balanced forces bonus,5
244,Have an Army,2
244,Balanced forces bonus,5
245,Have an Army,2
245,Balanced forces bonus,5
246,Have an Army,2
246,Balanced forces bonus,5
247,Have an Army,2
247,Balanced forces bonus,5
248,Have an Army,2
248,Balanced forces bonus,5
249,Enemy unit loss,2
249,Have an Army,2
249,Balanced forces bonus,5
250,Have an Army,2
250,Balanced forces bonus,5
251,Have an Army,2
251,Balanced forces bonus,5
252,Have an Army,2
252,Balanced forces bonus,5
253,Have an Army,2
253,Balanced forces bonus,5
254,Have an Army,2
254,Balanced forces bonus,5
255,Have an Army,2
255,Balanced forces bonus,5
256,Have an Army,2
256,Balanced forces bonus,5
257,Have an Army,2
257,Balanced forces bonus,5
258,Have an Army,2
258,Balanced forces bonus,5
259,Have an Army,2
259,Balanced forces bonus,5
260,Have an Army,2
260,Balanced forces bonus,5
261,Have an Army,2
261,Balanced forces bonus,5
262,Have an Army,2
262,Balanced forces bonus,5
263,Have an Army,2
263,Balanced forces bonus,5
264,Have an Army,2
264,Balanced forces bonus,5
265,Have an Army,2
265,Imbalanced forces penalty,-5
266,Have an Army,2
266,Imbalanced forces penalty,-5
267,Have an Army,2
267,Imbalanced forces penalty,-5
268,Have an Army,2
268,Imbalanced forces penalty,-5
269,Have an Army,2
269,Imbalanced forces penalty,-5
270,Have an Army,2
270,Imbalanced forces penalty,-5
271,Have an Army,2
271,Imbalanced forces penalty,-5
272,Have an Army,2
272,Imbalanced forces penalty,-5
273,Lost units,-2
273,Enemy unit loss,2
273,Have an Army,2
273,Imbalanced forces penalty,-5
274,Have an Army,2
274,Imbalanced forces penalty,-5
275,Have an Army,2
275,Imbalanced forces penalty,-5
276,Have an Army,2
276,Imbalanced forces penalty,-5
277,Have an Army,2
277,Imbalanced forces penalty,-5
278,Have an Army,2
278,Imbalanced forces penalty,-5
279,Have an Army,2
279,Imbalanced forces penalty,-5
280,Have an Army,2
280,Imbalanced forces penalty,-5
281,Have an Army,2
281,Imbalanced forces penalty,-5
282,Have an Army,2
282,Imbalanced forces penalty,-5
283,Have an Army,2
283,Imbalanced forces penalty,-5
284,Have an Army,2
284,Imbalanced forces penalty,-5
285,Have an Army,2
285,Imbalanced forces penalty,-5
286,Enemy unit loss,2
286,Have an Army,2
286,Imbalanced forces penalty,-5
287,Have an Army,2
287,Imbalanced forces penalty,-5
288,Have an Army,2
288,Imbalanced forces penalty,-5
289,Have an Army,2
289,Imbalanced forces penalty,-5
290,Have an Army,2
290,Imbalanced forces penalty,-5
291,Have an Army,2
291,Imbalanced forces penalty,-5
292,Have an Army,2
292,Imbalanced forces penalty,-5
293,Have an Army,2
293,Balanced forces bonus,5
294,Have an Army,2
294,Balanced forces bonus,5
295,Have an Army,2
295,Balanced forces bonus,5
296,Have an Army,2
296,Balanced forces bonus,5
297,Enemy unit loss,2
297,Have an Army,2
297,Balanced forces bonus,5
298,Have an Army,2
298,Balanced forces bonus,5
299,Have an Army,2
299,Balanced forces bonus,5
300,Have an Army,2
300,Balanced forces bonus,5
301,Have an Army,2
301,Balanced forces bonus,5
302,Have an Army,2
302,Balanced forces bonus,5
303,Have an Army,2
303,Balanced forces bonus,5
304,Enemy unit loss,2
304,Have an Army,2
304,Balanced forces bonus,5
305,Have an Army,2
305,Balanced forces bonus,5
306,Have an Army,2
306,Balanced forces bonus,5
307,Have an Army,2
307,Balanced forces bonus,5
308,Have an Army,2
308,Balanced forces bonus,5
309,Have an Army,2
309,Balanced forces bonus,5
310,Have an Army,2
310,Balanced forces bonus,5
311,Have an Army,2
311,Balanced forces bonus,5
312,Have an Army,2
312,Balanced forces bonus,5
313,Have an Army,2
313,Balanced forces bonus,5
314,Have an Army,2
314,Balanced forces bonus,5
315,Have an Army,2
315,Balanced forces bonus,5
316,Have an Army,2
316,Balanced forces bonus,5
317,Have an Army,2
317,Balanced forces bonus,5
318,Enemy unit loss,2
318,Have an Army,2
318,Balanced forces bonus,5
319,Have an Army,2
319,Balanced forces bonus,5
320,Have an Army,2
320,Balanced forces bonus,5
321,Have an Army,2
321,Balanced forces bonus,5
322,Have an Army,2
322,Balanced forces bonus,5
323,Have an Army,2
323,Balanced forces bonus,5
324,Have an Army,2
324,Balanced forces bonus,5
325,Have an Army,2
325,Balanced forces bonus,5
326,Have an Army,2
326,Balanced forces bonus,5
327,Have an Army,2
327,Balanced forces bonus,5
328,Have an Army,2
328,Balanced forces bonus,5
329,Enemy unit loss,2
329,Have an Army,2
329,Balanced forces bonus,5
330,Have an Army,2
330,Balanced forces bonus,5
331,Have an Army,2
331,Balanced forces bonus,5
332,Have an Army,2
332,Balanced forces bonus,5
333,Have an Army,2
333,Balanced forces bonus,5
334,Enemy unit loss,2
334,Have an Army,2
334,Balanced forces bonus,5
335,Have an Army,2
335,Balanced forces bonus,5
336,Have an Army,2
336,Balanced forces bonus,5
337,Have an Army,2
337,Balanced forces bonus,5
338,Have an Army,2
338,Balanced forces bonus,5
339,Have an Army,2
339,Balanced forces bonus,5
340,Have an Army,2
340,Balanced forces bonus,5
341,Have an Army,2
341,Balanced forces bonus,5
342,Have an Army,2
342,Balanced forces bonus,5
343,Have an Army,2
343,Balanced forces bonus,5
344,Have an Army,2
344,Balanced forces bonus,5
345,Have an Army,2
345,Balanced forces bonus,5
346,Have an Army,2
346,Balanced forces bonus,5
347,Enemy unit loss,2
347,Have an Army,2
347,Balanced forces bonus,5
348,Have an Army,2
348,Balanced forces bonus,5
349,Have an Army,2
349,Balanced forces bonus,5
350,Have an Army,2
350,Balanced forces bonus,5
351,Have an Army,2
351,Balanced forces bonus,5
352,Have an Army,2
352,Balanced forces bonus,5
353,Have an Army,2
353,Balanced forces bonus,5
354,Have an Army,2
354,Balanced forces bonus,5
355,Have an Army,2
355,Balanced forces bonus,5
356,Have an Army,2
356,Balanced forces bonus,5
357,Lost units,-2
357,Enemy unit loss,2
357,Have an Army,2
357,Balanced forces bonus,5
358,Have an Army,2
358,Balanced forces bonus,5
359,Have an Army,2
359,Balanced forces bonus,5
360,Have an Army,2
360,Balanced forces bonus,5
361,Have an Army,2
361,Balanced forces bonus,5
362,Have an Army,2
362,Balanced forces bonus,5
363,Have an Army,2
363,Balanced forces bonus,5
364,Have an Army,2
364,Balanced forces bonus,5
365,Have an Army,2
365,Balanced forces bonus,5
366,Have an Army,2
366,Balanced forces bonus,5
367,Have an Army,2
367,Balanced forces bonus,5
368,Have an Army,2
368,Balanced forces bonus,5
369,Enemy unit loss,2
369,Have an Army,2
369,Balanced forces bonus,5
370,Have an Army,2
370,Balanced forces bonus,5
371,Have an Army,2
371,Balanced forces bonus,5
372,Have an Army,2
372,Balanced forces bonus,5
373,Have an Army,2
373,Balanced forces bonus,5
374,Enemy unit loss,2
374,Have an Army,2
374,Balanced forces bonus,5
375,Have an Army,2
375,Balanced forces bonus,5
376,Have an Army,2
376,Balanced forces bonus,5
377,Have an Army,2
377,Balanced forces bonus,5
378,Have an Army,2
378,Balanced forces bonus,5
379,Have an Army,2
379,Balanced forces bonus,5
380,Have an Army,2
380,Balanced forces bonus,5
381,Have an Army,2
381,Balanced forces bonus,5
382,Have an Army,2
382,Balanced forces bonus,5
383,Have an Army,2
383,Balanced forces bonus,5
384,Have an Army,2
384,Balanced forces bonus,5
385,Have an Army,2
385,Balanced forces bonus,5
386,Have an Army,2
386,Balanced forces bonus,5
387,Have an Army,2
387,Balanced forces bonus,5
388,Have an Army,2
388,Balanced forces bonus,5
389,Have an Army,2
389,Balanced forces bonus,5
390,Have an Army,2
390,Balanced forces bonus,5
391,Have an Army,2
391,Balanced forces bonus,5
392,Have an Army,2
392,Balanced forces bonus,5
393,Have an Army,2
393,Balanced forces bonus,5
394,Have an Army,2
394,Balanced forces bonus,5
395,Have an Army,2
395,Balanced forces bonus,5
396,Enemy unit loss,2
396,Have an Army,2
396,Balanced forces bonus,5
397,Have an Army,2
397,Balanced forces bonus,5
398,Have an Army,2
398,Balanced forces bonus,5
399,Enemy unit loss,2
399,Have an Army,2
399,Balanced forces bonus,5
400,Have an Army,2
400,Balanced forces bonus,5
401,Have an Army,2
401,Balanced forces bonus,5
402,Have an Army,2
402,Balanced forces bonus,5
403,Have an Army,2
403,Balanced forces bonus,5
404,Have an Army,2
404,Balanced forces bonus,5
405,Have an Army,2
405,Balanced forces bonus,5
406,Have an Army,2
406,Balanced forces bonus,5
407,Have an Army,2
407,Balanced forces bonus,5
408,Have an Army,2
408,Balanced forces bonus,5
409,Have an Army,2
409,Balanced forces bonus,5
410,Have an Army,2
410,Balanced forces bonus,5
411,Have an Army,2
411,Balanced forces bonus,5
412,Have an Army,2
412,Balanced forces bonus,5
413,Have an Army,2
413,Balanced forces bonus,5
414,Have an Army,2
414,Balanced forces bonus,5
415,Have an Army,2
415,Balanced forces bonus,5
416,Have an Army,2
416,Balanced forces bonus,5
417,Have an Army,2
417,Balanced forces bonus,5
418,Have an Army,2
418,Balanced forces bonus,5
419,Enemy unit loss,2
419,Have an Army,2
419,Balanced forces bonus,5
420,Have an Army,2
420,Balanced forces bonus,5
421,Have an Army,2
421,Balanced forces bonus,5
422,Have an Army,2
422,Balanced forces bonus,5
423,Have an Army,2
423,Balanced forces bonus,5
424,Have an Army,2
424,Balanced forces bonus,5
425,Have an Army,2
425,Balanced forces bonus,5
426,Have an Army,2
426,Balanced forces bonus,5
427,Have an Army,2
427,Balanced forces bonus,5
428,Have an Army,2
428,Balanced forces bonus,5
429,Have an Army,2
429,Balanced forces bonus,5
430,Have an Army,2
430,Balanced forces bonus,5
431,Have an Army,2
431,Balanced forces bonus,5
432,Have an Army,2
432,Balanced forces bonus,5
433,Have an Army,2
433,Balanced forces bonus,5
434,Have an Army,2
434,Balanced forces bonus,5
435,Have an Army,2
435,Balanced forces bonus,5
436,Have an Army,2
436,Balanced forces bonus,5
437,Have an Army,2
437,Balanced forces bonus,5
438,Have an Army,2
438,Balanced forces bonus,5
439,Have an Army,2
439,Balanced forces bonus,5
1,Lost units,-32
1,Enemy unit loss,8
1,Dont have an Army,2
1,Imbalanced forces penalty,-5
2,Dont have an Army,2
2,Imbalanced forces penalty,-5
3,Dont have an Army,2
3,Imbalanced forces penalty,-5
4,Dont have an Army,2
4,Imbalanced forces penalty,-5
5,Dont have an Army,2
5,Imbalanced forces penalty,-5
6,Dont have an Army,2
6,Imbalanced forces penalty,-5
7,Dont have an Army,2
7,Imbalanced forces penalty,-5
8,Dont have an Army,2
8,Imbalanced forces penalty,-5
9,Dont have an Army,2
9,Imbalanced forces penalty,-5
10,Dont have an Army,2
10,Imbalanced forces penalty,-5
11,Dont have an Army,2
11,Imbalanced forces penalty,-5
12,Dont have an Army,2
12,Imbalanced forces penalty,-5
13,Dont have an Army,2
13,Imbalanced forces penalty,-5
14,Dont have an Army,2
14,Imbalanced forces penalty,-5
15,Dont have an Army,2
15,Imbalanced forces penalty,-5
16,Dont have an Army,2
16,Imbalanced forces penalty,-5
17,Dont have an Army,2
17,Imbalanced forces penalty,-5
18,Dont have an Army,2
18,Imbalanced forces penalty,-5
19,Dont have an Army,2
19,Imbalanced forces penalty,-5
20,Dont have an Army,2
20,Imbalanced forces penalty,-5
21,Have an Army,2
21,Imbalanced forces penalty,-5
22,Have an Army,2
22,Imbalanced forces penalty,-5
23,Have an Army,2
23,Imbalanced forces penalty,-5
24,Have an Army,2
24,Imbalanced forces penalty,-5
25,Have an Army,2
25,Imbalanced forces penalty,-5
26,Have an Army,2
26,Imbalanced forces penalty,-5
27,Have an Army,2
27,Imbalanced forces penalty,-5
28,Have an Army,2
28,Imbalanced forces penalty,-5
29,Have an Army,2
29,Imbalanced forces penalty,-5
30,Have an Army,2
30,Balanced forces bonus,5
31,Have an Army,2
31,Balanced forces bonus,5
32,Have an Army,2
32,Balanced forces bonus,5
33,Lost tower health,-5
33,Have an Army,2
33,Balanced forces bonus,5
34,Have an Army,2
34,Balanced forces bonus,5
35,Lost tower health,-5
35,Have an Army,2
35,Balanced forces bonus,5
36,Enemy unit loss,2
36,Have an Army,2
36,Balanced forces bonus,5
37,Have an Army,2
37,Balanced forces bonus,5
38,Have an Army,2
38,Balanced forces bonus,5
39,Have an Army,2
39,Balanced forces bonus,5
40,Have an Army,2
40,Balanced forces bonus,5
41,Have an Army,2
41,Balanced forces bonus,5
42,Have an Army,2
42,Balanced forces bonus,5
43,Have an Army,2
43,Balanced forces bonus,5
44,Have an Army,2
44,Balanced forces bonus,5
45,Have an Army,2
45,Balanced forces bonus,5
46,Have an Army,2
46,Balanced forces bonus,5
47,Have an Army,2
47,Balanced forces bonus,5
48,Have an Army,2
48,Balanced forces bonus,5
49,Have an Army,2
49,Balanced forces bonus,5
50,Have an Army,2
50,Balanced forces bonus,5
51,Have an Army,2
51,Balanced forces bonus,5
52,Have an Army,2
52,Balanced forces bonus,5
53,Have an Army,2
53,Balanced forces bonus,5
54,Enemy unit loss,2
54,Have an Army,2
54,Balanced forces bonus,5
55,Have an Army,2
55,Balanced forces bonus,5
56,Have an Army,2
56,Balanced forces bonus,5
57,Have an Army,2
57,Balanced forces bonus,5
58,Have an Army,2
58,Balanced forces bonus,5
59,Lost units,-2
59,Enemy unit loss,2
59,Have an Army,2
59,Balanced forces bonus,5
60,Have an Army,2
60,Balanced forces bonus,5
61,Have an Army,2
61,Balanced forces bonus,5
62,Have an Army,2
62,Balanced forces bonus,5
63,Have an Army,2
63,Balanced forces bonus,5
64,Have an Army,2
64,Balanced forces bonus,5
65,Have an Army,2
65,Balanced forces bonus,5
66,Have an Army,2
66,Balanced forces bonus,5
67,Have an Army,2
67,Balanced forces bonus,5
68,Have an Army,2
68,Balanced forces bonus,5
69,Have an Army,2
69,Balanced forces bonus,5
70,Have an Army,2
70,Balanced forces bonus,5
71,Have an Army,2
71,Balanced forces bonus,5
72,Have an Army,2
72,Balanced forces bonus,5
73,Have an Army,2
73,Imbalanced forces penalty,-5
74,Enemy unit loss,2
74,Have an Army,2
74,Imbalanced forces penalty,-5
75,Have an Army,2
75,Imbalanced forces penalty,-5
76,Have an Army,2
76,Imbalanced forces penalty,-5
77,Have an Army,2
77,Imbalanced forces penalty,-5
78,Have an Army,2
78,Imbalanced forces penalty,-5
79,Have an Army,2
79,Imbalanced forces penalty,-5
80,Lost units,-2
80,Have an Army,2
80,Imbalanced forces penalty,-5
81,Have an Army,2
81,Imbalanced forces penalty,-5
82,Have an Army,2
82,Imbalanced forces penalty,-5
83,Have an Army,2
83,Imbalanced forces penalty,-5
84,Have an Army,2
84,Imbalanced forces penalty,-5
85,Have an Army,2
85,Imbalanced forces penalty,-5
86,Have an Army,2
86,Imbalanced forces penalty,-5
87,Have an Army,2
87,Imbalanced forces penalty,-5
88,Have an Army,2
88,Imbalanced forces penalty,-5
89,Have an Army,2
89,Imbalanced forces penalty,-5
90,Have an Army,2
90,Imbalanced forces penalty,-5
91,Have an Army,2
91,Imbalanced forces penalty,-5
92,Have an Army,2
92,Imbalanced forces penalty,-5
93,Have an Army,2
93,Imbalanced forces penalty,-5
94,Lost tower health,-5
94,Have an Army,2
94,Imbalanced forces penalty,-5
95,Have an Army,2
95,Imbalanced forces penalty,-5
96,Have an Army,2
96,Imbalanced forces penalty,-5
97,Have an Army,2
97,Imbalanced forces penalty,-5
98,Have an Army,2
98,Imbalanced forces penalty,-5
99,Have an Army,2
99,Imbalanced forces penalty,-5
100,Have an Army,2
100,Imbalanced forces penalty,-5
101,Lost tower health,-5
101,Have an Army,2
101,Imbalanced forces penalty,-5
102,Have an Army,2
102,Imbalanced forces penalty,-5
103,Lost tower health,-5
103,Have an Army,2
103,Imbalanced forces penalty,-5
104,Have an Army,2
104,Imbalanced forces penalty,-5
105,Lost tower health,-5
105,Have an Army,2
105,Imbalanced forces penalty,-5
106,Lost tower health,-5
106,Enemy unit loss,2
106,Have an Army,2
106,Imbalanced forces penalty,-5
107,Have an Army,2
107,Imbalanced forces penalty,-5
108,Have an Army,2
108,Imbalanced forces penalty,-5
109,Have an Army,2
109,Imbalanced forces penalty,-5
110,Have an Army,2
110,Imbalanced forces penalty,-5
111,Have an Army,2
111,Imbalanced forces penalty,-5
112,Enemy unit loss,2
112,Have an Army,2
112,Imbalanced forces penalty,-5
113,Have an Army,2
113,Imbalanced forces penalty,-5
114,Have an Army,2
114,Imbalanced forces penalty,-5
115,Have an Army,2
115,Imbalanced forces penalty,-5
116,Have an Army,2
116,Imbalanced forces penalty,-5
117,Have an Army,2
117,Imbalanced forces penalty,-5
118,Have an Army,2
118,Imbalanced forces penalty,-5
119,Lost units,-2
119,Have an Army,2
119,Imbalanced forces penalty,-5
120,Have an Army,2
120,Imbalanced forces penalty,-5
121,Enemy unit loss,2
121,Have an Army,2
121,Imbalanced forces penalty,-5
122,Have an Army,2
122,Imbalanced forces penalty,-5
123,Have an Army,2
123,Imbalanced forces penalty,-5
124,Have an Army,2
124,Imbalanced forces penalty,-5
125,Enemy unit loss,2
125,Have an Army,2
125,Imbalanced forces penalty,-5
126,Have an Army,2
126,Imbalanced forces penalty,-5
127,Have an Army,2
127,Imbalanced forces penalty,-5
128,Have an Army,2
128,Imbalanced forces penalty,-5
129,Have an Army,2
129,Imbalanced forces penalty,-5
130,Have an Army,2
130,Imbalanced forces penalty,-5
131,Have an Army,2
131,Imbalanced forces penalty,-5
132,Have an Army,2
132,Imbalanced forces penalty,-5
133,Have an Army,2
133,Imbalanced forces penalty,-5
134,Have an Army,2
134,Imbalanced forces penalty,-5
135,Have an Army,2
135,Imbalanced forces penalty,-5
136,Have an Army,2
136,Imbalanced forces penalty,-5
137,Have an Army,2
137,Imbalanced forces penalty,-5
138,Have an Army,2
138,Imbalanced forces penalty,-5
139,Have an Army,2
139,Imbalanced forces penalty,-5
140,Have an Army,2
140,Imbalanced forces penalty,-5
141,Lost units,-2
141,Enemy unit loss,2
141,Have an Army,2
141,Imbalanced forces penalty,-5
142,Have an Army,2
142,Imbalanced forces penalty,-5
143,Have an Army,2
143,Imbalanced forces penalty,-5
144,Have an Army,2
144,Imbalanced forces penalty,-5
145,Have an Army,2
145,Imbalanced forces penalty,-5
146,Have an Army,2
146,Imbalanced forces penalty,-5
147,Have an Army,2
147,Imbalanced forces penalty,-5
148,Have an Army,2
148,Imbalanced forces penalty,-5
149,Have an Army,2
149,Imbalanced forces penalty,-5
150,Have an Army,2
150,Imbalanced forces penalty,-5
151,Have an Army,2
151,Imbalanced forces penalty,-5
152,Have an Army,2
152,Imbalanced forces penalty,-5
153,Have an Army,2
153,Imbalanced forces penalty,-5
154,Lost units,-2
154,Enemy unit loss,2
154,Have an Army,2
154,Imbalanced forces penalty,-5
155,Have an Army,2
155,Imbalanced forces penalty,-5
156,Have an Army,2
156,Imbalanced forces penalty,-5
157,Have an Army,2
157,Imbalanced forces penalty,-5
158,Have an Army,2
158,Imbalanced forces penalty,-5
159,Have an Army,2
159,Imbalanced forces penalty,-5
160,Have an Army,2
160,Imbalanced forces penalty,-5
161,Enemy unit loss,2
161,Have an Army,2
161,Imbalanced forces penalty,-5
162,Have an Army,2
162,Imbalanced forces penalty,-5
163,Have an Army,2
163,Imbalanced forces penalty,-5
164,Have an Army,2
164,Imbalanced forces penalty,-5
165,Have an Army,2
165,Imbalanced forces penalty,-5
166,Have an Army,2
166,Imbalanced forces penalty,-5
167,Have an Army,2
167,Imbalanced forces penalty,-5
168,Have an Army,2
168,Imbalanced forces penalty,-5
169,Have an Army,2
169,Imbalanced forces penalty,-5
170,Enemy unit loss,2
170,Have an Army,2
170,Imbalanced forces penalty,-5
171,Have an Army,2
171,Imbalanced forces penalty,-5
172,Have an Army,2
172,Imbalanced forces penalty,-5
173,Have an Army,2
173,Imbalanced forces penalty,-5
174,Have an Army,2
174,Imbalanced forces penalty,-5
175,Have an Army,2
175,Imbalanced forces penalty,-5
176,Have an Army,2
176,Imbalanced forces penalty,-5
177,Have an Army,2
177,Imbalanced forces penalty,-5
178,Have an Army,2
178,Imbalanced forces penalty,-5
179,Have an Army,2
179,Imbalanced forces penalty,-5
180,Have an Army,2
180,Imbalanced forces penalty,-5
181,Have an Army,2
